B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25004_001E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25004_006E,B25004_007E,B25004_008E,B25002_002E,B25002_003E,state,place
27808,25902,13749,12153,1906,902,296,301,162,14,0,231,25902,1906,27,56896
