B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25004_001E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25004_006E,B25004_007E,B25004_008E,B25002_002E,B25002_003E,state,county
33934,32206,26938,5268,1728,246,0,221,94,640,0,527,32206,1728,27,141
