B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25004_001E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25004_006E,B25004_007E,B25004_008E,B25002_002E,B25002_003E,state,county
65095,59576,41162,18414,5519,735,273,319,41,2656,0,1495,59576,5519,27,145
